
"key: uid, value: 16277","key: education, value: 硕士","key: height, value: 183","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 73公斤","key: constellation, value: 狮子座","key: nationality, value: 汉族","key: zodiac, value: 鼠","key: blood, value: --","key: criterias_age, value: 不限","key: criterias_height, value: 不限","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  不限","key: nickname, value: 微微一笑挺倾城","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 静安","key: image, value: https://at4.jyimg.com/39/92/f17b08bc22bba8afa2792d4089de/f17b08bc2_5_avatar_p.jpg","key: randTag, value:  汉族  狮子座 ","key: randListTag, value:  属鼠  183cm  73公斤  汉族 ","key: shortnote, value: 英名校(Edinburgh)MBA，英语近乎母语，外商独资企业高层管理，英俊但个性强，市中心核心地段高尚区域置独宅，浪漫亦或传统（难以自控），能驾车，驶过遗梦廊桥，多血质的MBA却…"
"key: uid, value: 35901","key: education, value: 硕士","key: height, value: 170","key: car, value: 暂未购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: --","key: constellation, value: 射手座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: O型","key: criterias_age, value: 28-38岁之间","key: criterias_height, value: 不限","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  上海","key: nickname, value: linkaixin","key: sex, value: 男","key: marriage, value: 离异","key: work_location, value: 徐汇","key: image, value: https://at4.jyimg.com/30/78/1d01984fa7dce86bab6d4d613b66/1d01984fa_avatar_p.jpg","key: randTag, value:  属龙  O型血 ","key: randListTag, value:  属龙  170cm  O型血  射手座 ","key: shortnote, value: 事业、爱情    一同拥有！！    一同“追逐风，追逐太阳，追逐我们的理想”..."
"key: uid, value: 10118","key: education, value: 博士","key: height, value: 170","key: car, value: 已经购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 74公斤","key: constellation, value: 处女座","key: nationality, value: 壮族","key: zodiac, value: 蛇","key: blood, value: O型","key: criterias_age, value: 18-32岁之间","key: criterias_height, value: 163-170厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  广东深圳","key: nickname, value: aria","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 深圳","key: image, value: https://at2.jyimg.com/db/ca/a84d00c3a33df9f3bfb902940249/a84d00c3a_1_avatar_p.jpg","key: randTag, value:  壮族  O型血 ","key: randListTag, value:  属蛇  170cm  壮族  O型血 ","key: shortnote, value: 为了追求人生完整，背景有点复杂，工学学士，文学硕士，艺术学博士。爱好读万卷书行万里路，走过将近100个国家。北欧留学工作多年，近年来对AI技术发生兴趣回国，现为一家机器人公司创始人…"
"key: uid, value: 6070","key: education, value: 硕士","key: height, value: 175","key: car, value: 已经购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 60公斤","key: constellation, value: 天秤座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: B型","key: criterias_age, value: 32-38岁之间","key: criterias_height, value: 162-168厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科或以上","key: criterias_marriage, value: 未婚","key: criterias_location, value:  上海","key: nickname, value: Hendry","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 浦东新区","key: image, value: https://at3.jyimg.com/a4/d5/df48d0b71376788fee0b92746fd7/df48d0b71_1_avatar_p.jpg","key: randTag, value:  属龙  未婚 ","key: randListTag, value:  属龙  未婚  硕士  天秤座 ","key: shortnote, value: 毕业后来上海工作多年了，仍然还是形影单调。也许是工作、生活的圈子太小了吧，至今还没有找到生活中的另一半，偏偏我还是一个理想主义者，不…..."
"key: uid, value: 40132","key: education, value: 本科","key: height, value: 179","key: car, value: 已经购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 70公斤","key: constellation, value: 巨蟹座","key: nationality, value: 汉族","key: zodiac, value: 牛","key: blood, value: A型","key: criterias_age, value: 45岁以下","key: criterias_height, value: 155-175厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 未婚、离异","key: criterias_location, value:  国外,福建,广东","key: nickname, value: 表哥","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 福州","key: image, value: https://at3.jyimg.com/24/ea/36974dd1c97a19bbc99fc38204fe/36974dd1c_avatar_p.jpg","key: randTag, value:  属牛  A型血 ","key: randListTag, value:  有车  有房  属牛  70公斤 ","key: shortnote, value: 岁月在流逝，只想找个和我相携一生的伴侣，那是最美的风景：一杯浓浓的咖啡，露台上的两把藤椅上两个慢慢老去的爱人，迟暮但安详。       现在电信诈骗太多，发现通信和回信往来比以前少…"
"key: uid, value: 37652","key: education, value: 博士","key: height, value: 173","key: car, value: 已购车（中档型）","key: income, value: None","key: house, value: 已购住房","key: weight, value: 85公斤","key: constellation, value: 白羊座","key: nationality, value: 汉族","key: zodiac, value: 牛","key: blood, value: AB型","key: criterias_age, value: 38-45岁之间","key: criterias_height, value: 165厘米或以上","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 硕士","key: criterias_marriage, value: 不限","key: criterias_location, value:  北京","key: nickname, value: zamark","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 东城","key: image, value: https://at4.jyimg.com/79/98/09b7dc86cd8c2a808f232fa1a360/09b7dc86c_avatar_p.jpg","key: randTag, value:  未婚  博士 ","key: randListTag, value:  有房  属牛  未婚  博士 ","key: shortnote, value: 俺北京人，以前是医生，博士，在某三甲医院工作，怕被人砍死不干了，去了一家外企。有一点黑，比较胖，但是正在健身房锻炼，估计会减下去一点。（婚姻状况离异，娃归对方，离的原因是对娃的教育…"
"key: uid, value: 15039","key: education, value: 博士","key: height, value: 171","key: car, value: 暂未购车","key: income, value: None","key: house, value: 已购住房","key: weight, value: 57公斤","key: constellation, value: 天秤座","key: nationality, value: 汉族","key: zodiac, value: 羊","key: blood, value: O型","key: criterias_age, value: 20-34岁之间","key: criterias_height, value: 150-190厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科或以上","key: criterias_marriage, value: 未婚","key: criterias_location, value:  湖北武汉","key: nickname, value: 长剑舞雪","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 武汉","key: image, value: https://at4.jyimg.com/30/fd/1c8eb1f76e106ec1bcf7a70aq25f/1c8eb1f76_1_avatar_p.jpg","key: randTag, value:  171cm  博士 ","key: randListTag, value:  有房  属羊  汉族  O型血 ","key: shortnote, value: 我在武汉的一所部属高校当老师，从事科研和教学工作。我对我所从事的科研工作十分热爱。生命是短暂的，用短暂的生命去接近永恒的真理，我觉得是一件非常有意义的事情。        事业对我…"
"key: uid, value: 5093","key: education, value: 大专","key: height, value: 178","key: car, value: 已购车（中档型）","key: income, value: None","key: house, value: 已购房","key: weight, value: 75公斤","key: constellation, value: 天蝎座","key: nationality, value: 汉族","key: zodiac, value: 龙","key: blood, value: O型","key: criterias_age, value: 38-48岁之间","key: criterias_height, value: 155-175厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  安徽","key: nickname, value: Daywalker","key: sex, value: 男","key: marriage, value: 离异","key: work_location, value: 合肥","key: image, value: https://at2.jyimg.com/19/89/7838c579c3b78927e0cd15ba4c96/7838c579c_1_avatar_p.jpg","key: randTag, value:  属龙  75公斤 ","key: randListTag, value:  属龙  178cm  75公斤  天蝎座 ","key: shortnote, value: 人海茫茫，如果能相遇走到一起不容易，希望彼此珍惜，彼此拥护。..."
"key: uid, value: 33129","key: education, value: 硕士","key: height, value: 170","key: car, value: 暂未购车","key: income, value: None","key: house, value: 需要时购置","key: weight, value: 56公斤","key: constellation, value: 天蝎座","key: nationality, value: 汉族","key: zodiac, value: 羊","key: blood, value: O型","key: criterias_age, value: 29-35岁之间","key: criterias_height, value: 158-170厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 大专或以上","key: criterias_marriage, value: 未婚","key: criterias_location, value:  广东深圳,湖北武汉,湖南郴州,山西晋中","key: nickname, value: keller","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 深圳","key: image, value: https://at1.jyimg.com/8f/e2/5d1c52e7545c7072e15113a7d120/5d1c52e75_1_avatar_p.jpg","key: randTag, value:  170cm  天蝎座 ","key: randListTag, value:  属羊  56公斤  未婚  O型血 ","key: shortnote, value: 过年回家，压力越来越大，今年重点工作是成家 有人可能会问来深圳这么久为撒不买房，其实一直买的起，主要是没丈母娘催啊"
"key: uid, value: 17022","key: education, value: 本科","key: height, value: 178","key: car, value: 已经购车","key: income, value: None","key: house, value: 需要时购置","key: weight, value: --","key: constellation, value: 白羊座","key: nationality, value: 汉族","key: zodiac, value: 猴","key: blood, value: B型","key: criterias_age, value: 24-35岁之间","key: criterias_height, value: 164-175厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科","key: criterias_marriage, value: 未婚","key: criterias_location, value:  北京","key: nickname, value: 冷面人","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 西城","key: image, value: https://at2.jyimg.com/15/01/322a5c9ba9bef26eb1388393e25a/322a5c9ba_1_avatar_p.jpg","key: randTag, value:  本科  白羊座 ","key: randListTag, value:  有车  属猴  178cm  本科 ","key: shortnote, value: 缘从心生，缘自心来，简单，明亮，自然。..."
"key: uid, value: 4720","key: education, value: 本科","key: height, value: 176","key: car, value: 已经购车","key: income, value: None","key: house, value: 暂未购房","key: weight, value: 75公斤","key: constellation, value: 双子座","key: nationality, value: 汉族","key: zodiac, value: 马","key: blood, value: O型","key: criterias_age, value: 32-43岁之间","key: criterias_height, value: 155-172厘米","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 不限","key: criterias_location, value:  上海,安徽,江苏","key: nickname, value: 天若有晴","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 普陀","key: image, value: https://at2.jyimg.com/d7/32/1dd235287466052f1630f31bde79/1dd235287_3_avatar_p.jpg","key: randTag, value:  汉族  本科 ","key: randListTag, value:  属马  176cm  75公斤  汉族 ","key: shortnote, value: 你不懂，也许没谁能懂，亦或我自己，有时候就是这样……..."
"key: uid, value: 20312","key: education, value: 本科","key: height, value: 170","key: car, value: 已经购车","key: income, value: None","key: house, value: 需要时购置","key: weight, value: --","key: constellation, value: 白羊座","key: nationality, value: 汉族","key: zodiac, value: 兔","key: blood, value: B型","key: criterias_age, value: 22-30岁之间","key: criterias_height, value: 165厘米或以下","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 不限","key: criterias_marriage, value: 未婚","key: criterias_location, value:  上海","key: nickname, value: 佳缘会员","key: sex, value: 男","key: marriage, value: 未婚","key: work_location, value: 黄浦","key: image, value: https://at4.jyimg.com/3f/11/d2afe674eecaf065b1e3687992a5/d2afe674e_1_avatar_p.jpg","key: randTag, value:  170cm  白羊座 ","key: randListTag, value:  有车  170cm  汉族  白羊座 ","key: shortnote, value: 本人爱好广泛,喜欢旅游,有点内向,希望有真心的朋友和甜蜜的爱情."
"key: uid, value: 19026","key: education, value: 硕士","key: height, value: 170","key: car, value: 已购车（经济型）","key: income, value: None","key: house, value: 住单位房","key: weight, value: 74公斤","key: constellation, value: 狮子座","key: nationality, value: 汉族","key: zodiac, value: 猴","key: blood, value: O型","key: criterias_age, value: 38-50岁之间","key: criterias_height, value: 163厘米或以下","key: criterias_nationality, value: 不限","key: criterias_eduction, value: 本科或以上","key: criterias_marriage, value: 不限","key: criterias_location, value:  陕西西安","key: nickname, value: 寻伴到老","key: sex, value: 男","key: marriage, value: 离异","key: work_location, value: 西安","key: image, value: https://at3.jyimg.com/6a/c9/269e454c941c0d21cc80b949ddc4/269e454c9_4_avatar_p.jpg","key: randTag, value:  属猴  O型血 ","key: randListTag, value:  属猴  74公斤  汉族  狮子座 ","key: shortnote, value: 首先声明：我自己不会主动给人发信或者别的联系方式，因为怕被人说我是骚扰别人，我还是比较重视德行的，如果有被骚扰到的人，这里跟你道歉了！那非本意，是系统所为。        同样您要…"
